id,name,is_representative,prototypicality,familiarity,valence_raw,arousal_raw,valence,arousal,category,source
E001,가뜬하다,False,3.37,3.26,4.51,3.8,0.17,-0.0667,긍정,KSPPA_2005
E002,경탄하다,False,3.76,3.16,3.99,5.35,-0.0033,0.45,중립,KSPPA_2005
E003,가련하다,False,3.92,3.87,3.11,3.17,-0.2967,-0.2767,부정,KSPPA_2005
E004,고깝다,False,3.08,3.02,2.42,4.18,-0.5267,0.06,부정,KSPPA_2005
E005,가소롭다,False,3.88,4.67,2.48,3.91,-0.5067,-0.03,부정,KSPPA_2005
E006,고뇌하다,False,3.54,4.08,2.71,3.72,-0.43,-0.0933,부정,KSPPA_2005
E007,가엾다,False,4.54,5.11,3.0,3.33,-0.3333,-0.2233,부정,KSPPA_2005
E008,고독하다,False,4.57,5.18,2.38,2.47,-0.54,-0.51,부정,KSPPA_2005
E009,가증스럽다,False,4.1,4.47,1.88,5.08,-0.7067,0.36,부정,KSPPA_2005
E010,고립감,False,3.52,4.13,2.08,3.28,-0.64,-0.24,부정,KSPPA_2005
E011,가책,False,3.45,4.13,2.55,4.21,-0.4833,0.07,부정,KSPPA_2005
E012,고맙다,True,5.39,6.13,5.5,3.77,0.5,-0.0767,긍정,KSPPA_2005
E013,갈등하다,True,4.19,5.25,2.59,4.82,-0.47,0.2733,부정,KSPPA_2005
E014,고무되다,False,3.92,3.61,4.73,4.16,0.2433,0.0533,긍정,KSPPA_2005
E015,감개,False,3.78,3.45,4.96,4.24,0.32,0.08,긍정,KSPPA_2005
E016,고민하다,False,4.15,5.55,2.75,3.29,-0.4167,-0.2367,부정,KSPPA_2005
E017,감개무량하다,False,4.29,3.9,4.97,4.83,0.3233,0.2767,긍정,KSPPA_2005
E018,고적하다,False,2.91,2.6,3.24,2.54,-0.2533,-0.4867,부정,KSPPA_2005
E019,감격하다,False,5.07,5.46,5.43,5.19,0.4767,0.3967,긍정,KSPPA_2005
E020,곤혹스럽다,False,4.13,4.43,2.26,5.28,-0.58,0.4267,부정,KSPPA_2005
E021,감동하다,True,5.24,5.5,5.45,4.47,0.4833,0.1567,긍정,KSPPA_2005
E022,골나다,False,3.5,3.92,2.25,5.25,-0.5833,0.4167,부정,KSPPA_2005
E023,감명,False,4.06,4.24,5.28,4.01,0.4267,0.0033,긍정,KSPPA_2005
E024,공감하다,True,5.01,5.09,5.07,3.74,0.3567,-0.0867,긍정,KSPPA_2005
E025,감미롭다,False,4.93,4.88,5.54,3.93,0.5133,-0.0233,긍정,KSPPA_2005
E026,공포,False,4.31,5.29,2.32,6.02,-0.56,0.6733,부정,KSPPA_2005
E027,감복하다,False,3.46,3.12,4.63,4.59,0.21,0.1967,긍정,KSPPA_2005
E028,공허하다,False,4.03,3.94,2.73,2.55,-0.4233,-0.4833,부정,KSPPA_2005
E029,감탄하다,True,4.79,5.18,5.11,5.03,0.37,0.3433,긍정,KSPPA_2005
E030,괘씸하다,True,4.38,4.9,2.11,5.1,-0.63,0.3667,부정,KSPPA_2005
E031,감홍,False,3.48,3.25,4.59,4.21,0.1967,0.07,긍정,KSPPA_2005
E032,괴롭다,True,4.76,5.42,1.93,3.85,-0.69,-0.05,부정,KSPPA_2005
E033,감회,False,3.95,4.05,4.67,3.98,0.2233,-0.0067,긍정,KSPPA_2005
E034,교감하다,False,4.37,4.22,5.43,4.41,0.4767,0.1367,긍정,KSPPA_2005
E035,개탄하다,False,3.35,3.08,2.33,5.18,-0.5567,0.3933,부정,KSPPA_2005
E036,구슬프다,False,3.89,3.61,2.8,3.74,-0.4,-0.0867,부정,KSPPA_2005
E037,거부감,True,4.26,4.82,1.98,4.54,-0.6733,0.18,부정,KSPPA_2005
E038,굴욕,False,3.71,4.1,1.77,5.28,-0.7433,0.4267,부정,KSPPA_2005
E039,거북하다,False,3.92,4.66,2.58,4.14,-0.4733,0.0467,부정,KSPPA_2005
E040,권태롭다,False,3.89,3.99,2.67,2.81,-0.4433,-0.3967,부정,KSPPA_2005
E041,걱정하다,False,4.88,6.02,2.94,3.94,-0.3533,-0.02,부정,KSPPA_2005
E042,귀찮다,True,4.68,5.65,2.58,3.63,-0.4733,-0.1233,부정,KSPPA_2005
E043,겁나다,False,4.77,5.43,2.61,5.56,-0.4633,0.52,부정,KSPPA_2005
E044,그립다,True,5.68,5.82,4.37,3.18,0.1233,-0.2733,긍정,KSPPA_2005
E045,격노하다,False,3.8,3.7,1.98,5.89,-0.6733,0.63,부정,KSPPA_2005
E046,근심걱정,True,3.89,4.96,2.36,4.37,-0.5467,0.1233,부정,KSPPA_2005
E047,격동되다,False,4.05,3.82,4.11,5.92,0.0367,0.64,중립,KSPPA_2005
E048,근심하다,False,3.97,4.69,2.36,3.98,-0.5467,-0.0067,부정,KSPPA_2005
E049,격분하다,False,4.04,4.36,2.11,5.82,-0.63,0.6067,부정,KSPPA_2005
E050,긍지,False,4.13,4.55,5.74,3.85,0.58,-0.05,긍정,KSPPA_2005
E051,격앙하다,False,3.16,2.49,2.33,5.58,-0.5567,0.5267,부정,KSPPA_2005
E052,기겁하다,False,4.1,4.39,2.74,5.67,-0.42,0.5567,부정,KSPPA_2005
E053,격정,False,3.83,3.72,3.57,5.6,-0.1433,0.5333,부정,KSPPA_2005
E054,기고만장하다,False,3.73,4.18,3.5,5.52,-0.1667,0.5067,부정,KSPPA_2005
E055,격하다,False,3.94,3.87,2.7,5.41,-0.4333,0.47,부정,KSPPA_2005
E056,기껍다,False,2.84,2.46,3.37,3.79,-0.21,-0.07,부정,KSPPA_2005
E057,겸연쩍다,False,3.93,3.86,3.04,3.46,-0.32,-0.18,부정,KSPPA_2005
E058,기막히다,False,4.52,5.19,2.67,4.72,-0.4433,0.24,부정,KSPPA_2005
E059,경멸하다,True,4.13,4.61,1.74,5.59,-0.7533,0.53,부정,KSPPA_2005
E060,기쁘다,True,5.98,6.26,5.94,5.56,0.6467,0.52,긍정,KSPPA_2005
E061,경악하다,False,3.98,4.13,2.15,6.03,-0.6167,0.6767,부정,KSPPA_2005
E062,기절초풍하다,False,3.87,4.47,2.64,5.76,-0.4533,0.5867,부정,KSPPA_2005
E063,경애하다,False,3.88,3.49,4.9,4.06,0.3,0.02,긍정,KSPPA_2005
E064,기죽다,False,4.03,4.97,2.51,2.94,-0.4967,-0.3533,부정,KSPPA_2005
E065,경외하다,False,3.91,3.94,4.34,3.83,0.1133,-0.0567,긍정,KSPPA_2005
E066,긴장하다,False,4.45,5.42,3.24,4.99,-0.2533,0.33,부정,KSPPA_2005
E067,경쾌하다,False,5.08,5.35,5.85,5.28,0.6167,0.4267,긍정,KSPPA_2005
E068,꺼리다,False,3.86,4.36,2.58,4.04,-0.4733,0.0133,부정,KSPPA_2005
E069,꺼림직하다,False,4.29,4.5,2.45,3.76,-0.5167,-0.08,부정,KSPPA_2005
E070,떠름하다,False,2.73,2.75,2.59,3.61,-0.47,-0.13,부정,KSPPA_2005
E071,께름직하다,False,3.82,3.93,2.39,3.6,-0.5367,-0.1333,부정,KSPPA_2005
E072,떨떠름하다,False,3.67,3.83,2.67,3.02,-0.4433,-0.3267,부정,KSPPA_2005
E073,끔찍하다,False,4.24,5.2,2.13,5.45,-0.6233,0.4833,부정,KSPPA_2005
E074,떫다,False,3.5,3.96,2.48,4.12,-0.5067,0.04,부정,KSPPA_2005
E075,낙,False,4.05,4.03,5.39,4.08,0.4633,0.0267,긍정,KSPPA_2005
E076,떳떳하다,False,5.15,5.6,5.4,4.15,0.4667,0.05,긍정,KSPPA_2005
E077,낙담하다,False,3.83,4.29,2.01,3.23,-0.6633,-0.2567,부정,KSPPA_2005
E078,뜨끔하다,False,4.24,4.74,2.92,4.76,-0.36,0.2533,부정,KSPPA_2005
E079,낙망하다,False,3.27,3.46,1.93,3.05,-0.69,-0.3167,부정,KSPPA_2005
E080,뜨악하다,False,3.01,2.41,2.59,5.46,-0.47,0.4867,부정,KSPPA_2005
E081,낙심하다,False,3.76,4.01,2.17,3.2,-0.61,-0.2667,부정,KSPPA_2005
E082,마땅찮다,False,3.57,4.25,2.46,4.07,-0.5133,0.0233,부정,KSPPA_2005
E083,남부끄럽다,False,3.84,4.21,2.66,4.39,-0.4467,0.13,부정,KSPPA_2005
E084,막막하다,False,4.17,4.92,2.44,3.52,-0.52,-0.16,부정,KSPPA_2005
E085,남부럽다,False,3.26,3.93,3.37,3.89,-0.21,-0.0367,부정,KSPPA_2005
E086,만족하다,True,5.34,5.92,5.64,3.98,0.5467,-0.0067,긍정,KSPPA_2005
E087,낭패스럽다,False,3.14,3.66,2.51,4.62,-0.4967,0.2067,부정,KSPPA_2005
E088,맘놓다,False,4.04,4.7,4.98,2.28,0.3267,-0.5733,긍정,KSPPA_2005
E089,낯간지럽다,False,4.03,4.29,3.36,4.55,-0.2133,0.1833,부정,KSPPA_2005
E090,망설이다,True,4.46,5.59,2.97,3.81,-0.3433,-0.0633,부정,KSPPA_2005
E091,낯뜨겁다,True,4.45,4.74,2.88,5.31,-0.3733,0.4367,부정,KSPPA_2005
E092,망연자실하다,False,3.63,3.64,2.16,3.83,-0.6133,-0.0567,부정,KSPPA_2005
E093,노기,False,2.98,2.82,2.46,4.8,-0.5133,0.2667,부정,KSPPA_2005
E094,망연하다,False,3.21,2.69,2.67,3.32,-0.4433,-0.2267,부정,KSPPA_2005
E095,노발대발,False,3.85,3.94,2.1,6.37,-0.6333,0.79,부정,KSPPA_2005
E096,매료되다,False,4.68,4.4,5.25,4.69,0.4167,0.23,긍정,KSPPA_2005
E097,노심초사하다,False,3.92,4.21,2.39,4.99,-0.5367,0.33,부정,KSPPA_2005
E098,매혹,False,3.85,4.34,4.84,4.59,0.28,0.1967,긍정,KSPPA_2005
E099,노엽다,False,3.4,3.38,2.48,5.32,-0.5067,0.44,부정,KSPPA_2005
E100,맥빠지다,False,4.02,4.65,2.5,2.17,-0.5,-0.61,부정,KSPPA_2005
E101,노파심,False,3.39,4.18,3.05,4.4,-0.3167,0.1333,부정,KSPPA_2005
E102,머쓱하다,False,3.92,3.61,3.17,3.29,-0.2767,-0.2367,부정,KSPPA_2005
E103,노하다,False,3.91,3.86,2.16,5.76,-0.6133,0.5867,부정,KSPPA_2005
E104,멋쩍다,False,4.05,4.58,3.38,3.55,-0.2067,-0.15,부정,KSPPA_2005
E105,놀라다,True,4.85,5.56,4.12,5.67,0.04,0.5567,중립,KSPPA_2005
E106,모멸,False,3.34,3.37,1.34,5.62,-0.8867,0.54,부정,KSPPA_2005
E107,놀랍다,False,4.77,5.58,4.35,5.61,0.1167,0.5367,긍정,KSPPA_2005
E108,무감동하다,False,2.97,3.83,3.17,2.12,-0.2767,-0.6267,부정,KSPPA_2005
E109,눈물겹다,False,4.43,5.24,3.18,4.02,-0.2733,0.0067,부정,KSPPA_2005
E110,무덤덤하다,False,4.16,4.66,3.57,2.62,-0.1433,-0.46,부정,KSPPA_2005
E111,뉘우치다,False,4.59,5.34,3.7,3.57,-0.1,-0.1433,부정,KSPPA_2005
E112,무력감,False,3.87,4.28,2.19,2.11,-0.6033,-0.63,부정,KSPPA_2005
E113,달가워하다,False,4.4,4.18,4.63,3.99,0.21,-0.0033,긍정,KSPPA_2005
E114,무료하다,False,4.05,4.55,2.89,2.23,-0.37,-0.59,부정,KSPPA_2005
E115,담담하다,False,4.32,4.81,3.53,2.7,-0.1567,-0.4333,부정,KSPPA_2005
E116,무색하다,False,3.5,4.1,2.98,2.79,-0.34,-0.4033,부정,KSPPA_2005
E117,답답하다,True,4.73,5.54,2.2,3.64,-0.6,-0.12,부정,KSPPA_2005
E118,무섭다,True,5.06,5.82,2.58,5.39,-0.4733,0.4633,부정,KSPPA_2005
E119,당혹하다,False,4.17,4.53,2.94,4.9,-0.3533,0.3,부정,KSPPA_2005
E120,무시무시하다,False,4.03,4.82,2.54,5.16,-0.4867,0.3867,부정,KSPPA_2005
E121,당황하다,False,4.46,5.55,3.07,4.83,-0.31,0.2767,부정,KSPPA_2005
E122,무안하다,True,4.6,5.38,2.91,3.69,-0.3633,-0.1033,부정,KSPPA_2005
E123,덤덤하다,True,4.43,4.71,3.76,2.59,-0.08,-0.47,부정,KSPPA_2005
E124,뭉클하다,False,4.71,4.5,4.48,4.15,0.16,0.05,긍정,KSPPA_2005
E125,도취하다,False,4.24,4.37,5.1,4.94,0.3667,0.3133,긍정,KSPPA_2005
E126,미안하다,True,5.02,5.97,2.91,4.01,-0.3633,0.0033,부정,KSPPA_2005
E127,동감하다,False,4.97,5.04,5.33,4.19,0.4433,0.0633,긍정,KSPPA_2005
E128,민망하다,False,4.5,5.26,2.85,4.39,-0.3833,0.13,부정,KSPPA_2005
E129,동경하다,False,4.31,4.4,4.81,3.73,0.27,-0.09,긍정,KSPPA_2005
E130,밉다,False,4.86,5.62,2.25,5.04,-0.5833,0.3467,부정,KSPPA_2005
E131,동병상련,False,3.85,4.46,3.85,3.74,-0.05,-0.0867,중립,KSPPA_2005
E132,박진감,False,3.97,4.29,4.94,5.41,0.3133,0.47,긍정,KSPPA_2005
E133,동요하다,False,3.92,4.46,3.42,4.42,-0.1933,0.14,부정,KSPPA_2005
E134,반감,False,4.24,4.66,2.17,5.48,-0.61,0.4933,부정,KSPPA_2005
E135,동정하다,False,4.65,5.35,3.45,3.22,-0.1833,-0.26,부정,KSPPA_2005
E136,반갑다,True,5.86,6.14,5.91,5.29,0.6367,0.43,긍정,KSPPA_2005
E137,두렵다,False,4.75,5.4,2.43,5.32,-0.5233,0.44,부정,KSPPA_2005
E138,반하다,True,4.78,5.18,4.94,4.63,0.3133,0.21,긍정,KSPPA_2005
E139,들뜨다,False,5.03,5.16,4.98,5.24,0.3267,0.4133,긍정,KSPPA_2005
E140,반항심,False,3.83,4.92,2.58,5.45,-0.4733,0.4833,부정,KSPPA_2005
E141,따분하다,False,4.53,5.34,2.77,2.59,-0.41,-0.47,부정,KSPPA_2005
E142,발끈하다,False,4.28,4.38,2.57,5.54,-0.4767,0.5133,부정,KSPPA_2005
E143,딱하다,False,3.94,4.29,2.99,3.98,-0.3367,-0.0067,부정,KSPPA_2005
E144,배신감,True,4.0,4.93,1.73,5.72,-0.7567,0.5733,부정,KSPPA_2005
E145,번뇌하다,False,3.11,3.59,2.83,3.68,-0.39,-0.1067,부정,KSPPA_2005
E146,서러워하다,False,4.62,5.37,2.41,4.05,-0.53,0.0167,부정,KSPPA_2005
E147,번민하다,False,3.6,3.82,2.48,3.47,-0.5067,-0.1767,부정,KSPPA_2005
E148,서럽다,True,4.96,5.22,2.51,4.32,-0.4967,0.1067,부정,KSPPA_2005
E149,보람차다,True,4.9,5.36,5.69,4.66,0.5633,0.22,긍정,KSPPA_2005
E150,서먹하다,True,4.16,4.93,2.67,3.61,-0.4433,-0.13,부정,KSPPA_2005
E151,부끄럽다,True,4.97,5.63,2.82,4.68,-0.3933,0.2267,부정,KSPPA_2005
E152,서운하다,False,4.69,5.76,2.84,3.18,-0.3867,-0.2733,부정,KSPPA_2005
E153,부럽다,True,5.23,5.77,4.0,4.37,0.0,0.1233,중립,KSPPA_2005
E154,선뜩하다,False,3.19,3.11,2.89,4.69,-0.37,0.23,부정,KSPPA_2005
E155,부아,False,2.89,2.87,2.28,4.88,-0.5733,0.2933,부정,KSPPA_2005
E156,선호하다,False,4.18,4.96,4.83,4.38,0.2767,0.1267,긍정,KSPPA_2005
E157,분개하다,False,4.12,4.11,2.22,5.63,-0.5933,0.5433,부정,KSPPA_2005
E158,설레다,True,5.52,5.29,5.21,5.26,0.4033,0.42,긍정,KSPPA_2005
E159,분노하다,False,4.76,5.13,1.84,6.17,-0.72,0.7233,부정,KSPPA_2005
E160,설워하다,False,3.29,3.22,2.57,4.04,-0.4767,0.0133,부정,KSPPA_2005
E161,분통,False,3.66,3.95,1.93,5.51,-0.69,0.5033,부정,KSPPA_2005
E162,섬뜩하다,False,4.45,4.52,2.17,5.42,-0.61,0.4733,부정,KSPPA_2005
E163,분하다,False,4.59,5.06,2.22,5.41,-0.5933,0.47,부정,KSPPA_2005
E164,섭섭하다,False,4.9,5.74,2.47,3.83,-0.51,-0.0567,부정,KSPPA_2005
E165,불만,False,4.4,5.4,2.47,4.93,-0.51,0.31,부정,KSPPA_2005
E166,성나다,False,4.3,4.92,2.33,6.1,-0.5567,0.7,부정,KSPPA_2005
E167,불만족하다,False,3.8,4.52,2.38,3.99,-0.54,-0.0033,부정,KSPPA_2005
E168,성내다,False,4.36,4.92,2.75,5.86,-0.4167,0.62,부정,KSPPA_2005
E169,불쌍하다,False,4.74,5.74,2.97,3.33,-0.3433,-0.2233,부정,KSPPA_2005
E170,성취감,False,4.52,5.0,5.84,5.5,0.6133,0.5,긍정,KSPPA_2005
E171,불안하다,True,4.69,5.75,2.51,4.88,-0.4967,0.2933,부정,KSPPA_2005
E172,소름끼치다,False,4.64,5.18,2.35,5.85,-0.55,0.6167,부정,KSPPA_2005
E173,불쾌하다,False,4.74,5.48,2.13,5.46,-0.6233,0.4867,부정,KSPPA_2005
E174,소외감,False,3.9,4.89,2.16,3.0,-0.6133,-0.3333,부정,KSPPA_2005
E175,불편하다,True,4.27,5.61,2.53,4.45,-0.49,0.15,부정,KSPPA_2005
E176,속상하다,True,4.67,5.7,2.32,4.48,-0.56,0.16,부정,KSPPA_2005
E177,불행하다,True,4.36,5.52,2.16,4.19,-0.6133,0.0633,부정,KSPPA_2005
E178,속시원하다,False,5.2,5.4,5.43,4.15,0.4767,0.05,긍정,KSPPA_2005
E179,비련,False,3.51,3.73,2.75,3.58,-0.4167,-0.14,부정,KSPPA_2005
E180,속타다,True,4.4,4.76,2.5,4.92,-0.5,0.3067,부정,KSPPA_2005
E181,비분강개하다,False,3.29,2.77,2.8,5.67,-0.4,0.5567,부정,KSPPA_2005
E182,송구하다,False,3.09,3.28,3.06,3.66,-0.3133,-0.1133,부정,KSPPA_2005
E183,비애,False,3.66,3.97,2.71,4.41,-0.43,0.1367,부정,KSPPA_2005
E184,송연하다,False,2.52,1.9,3.32,3.07,-0.2267,-0.31,부정,KSPPA_2005
E185,비장하다,True,4.22,4.23,3.36,5.22,-0.2133,0.4067,부정,KSPPA_2005
E186,수심,False,3.14,2.91,2.59,3.41,-0.47,-0.1967,부정,KSPPA_2005
E187,비참하다,True,4.52,5.18,1.91,4.39,-0.6967,0.13,부정,KSPPA_2005
E188,수치,False,4.01,4.41,2.16,4.76,-0.6133,0.2533,부정,KSPPA_2005
E189,비탄하다,False,3.49,2.92,2.12,5.03,-0.6267,0.3433,부정,KSPPA_2005
E190,숙연하다,False,3.48,3.63,3.6,2.94,-0.1333,-0.3533,부정,KSPPA_2005
E191,비통하다,False,3.7,3.49,1.8,5.1,-0.7333,0.3667,부정,KSPPA_2005
E192,순정,False,4.1,4.68,5.01,3.28,0.3367,-0.24,긍정,KSPPA_2005
E193,뼈아프다,False,3.49,3.74,2.24,5.16,-0.5867,0.3867,부정,KSPPA_2005
E194,스산하다,False,3.07,3.02,2.85,3.72,-0.3833,-0.0933,부정,KSPPA_2005
E195,뾰로통하다,False,3.72,3.73,2.71,3.75,-0.43,-0.0833,부정,KSPPA_2005
E196,슬프다,True,5.08,5.85,2.69,3.44,-0.4367,-0.1867,부정,KSPPA_2005
E197,뿌듯하다,True,5.31,5.31,5.75,4.63,0.5833,0.21,긍정,KSPPA_2005
E198,시기하다,False,4.08,4.79,2.53,4.61,-0.49,0.2033,부정,KSPPA_2005
E199,사랑스럽다,True,5.77,6.12,6.09,4.52,0.6967,0.1733,긍정,KSPPA_2005
E200,시름겹다,False,2.52,2.81,2.4,3.17,-0.5333,-0.2767,부정,KSPPA_2005
E201,사모하다,False,4.45,4.47,5.11,4.38,0.37,0.1267,긍정,KSPPA_2005
E202,시무룩하다,False,4.27,4.92,2.7,2.63,-0.4333,-0.4567,부정,KSPPA_2005
E203,사무치다,True,4.12,4.26,2.49,4.81,-0.5033,0.27,부정,KSPPA_2005
E204,시원섭섭하다,False,4.71,4.96,3.89,3.61,-0.0367,-0.13,중립,KSPPA_2005
E205,살맛나다,False,4.61,4.92,5.75,5.16,0.5833,0.3867,긍정,KSPPA_2005
E206,시큰둥하다,False,4.12,4.73,2.88,3.15,-0.3733,-0.2833,부정,KSPPA_2005
E207,상실감,True,4.18,4.34,2.29,3.15,-0.57,-0.2833,부정,KSPPA_2005
E208,식상하다,False,4.03,4.61,2.98,3.11,-0.34,-0.2967,부정,KSPPA_2005
E209,상심하다,False,3.9,4.37,2.28,3.52,-0.5733,-0.16,부정,KSPPA_2005
E210,신경질,False,4.24,5.23,2.09,5.51,-0.6367,0.5033,부정,KSPPA_2005
E211,상쾌하다,False,5.5,5.85,5.99,5.16,0.6633,0.3867,긍정,KSPPA_2005
E212,신나다,False,5.8,5.76,5.96,5.89,0.6533,0.63,긍정,KSPPA_2005
E213,상큼하다,True,4.95,5.08,5.61,4.32,0.5367,0.1067,긍정,KSPPA_2005
E214,신명나다,False,4.7,4.15,5.61,5.36,0.5367,0.4533,긍정,KSPPA_2005
E215,샐쭉하다,False,3.21,2.64,2.83,3.37,-0.39,-0.21,부정,KSPPA_2005
